product_id,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date
10,WeareA2B,Touring,medium,medium,1466.68,363.25,1970-01-01 00:00:00.000035378
3,Trek Bicycles,Standard,medium,large,2091.47,388.92,1970-01-01 00:00:00.000038482
64,Giant Bicycles,Standard,high,small,1977.36,1759.85,1970-01-01 00:00:00.000038647
37,OHM Cycles,Standard,low,medium,1793.43,248.82,1970-01-01 00:00:00.000039526
28,Solex,Road,medium,small,1703.52,1516.13,1970-01-01 00:00:00.000040649
1,Giant Bicycles,Standard,medium,medium,1403.5,954.82,1970-01-01 00:00:00.000036833
53,Giant Bicycles,Standard,high,medium,1274.93,764.96,1970-01-01 00:00:00.000038216
3,Trek Bicycles,Standard,medium,large,2091.47,388.92,1970-01-01 00:00:00.000038859
59,WeareA2B,Standard,medium,small,1415.01,1259.36,1970-01-01 00:00:00.000033364
33,Giant Bicycles,Standard,medium,small,1311.44,1167.18,1970-01-01 00:00:00.000040618
52,Solex,Road,medium,large,1777.8,820.78,1970-01-01 00:00:00.000033455
93,WeareA2B,Standard,medium,medium,1065.03,230.09,1970-01-01 00:00:00.000039298
0,N/A,N/A,N/A,N/A,205.84,149.26999999999998,1970-01-01 00:00:00.000039880
80,OHM Cycles,Touring,low,medium,1073.07,933.84,1970-01-01 00:00:00.000033429
84,Giant Bicycles,Road,medium,medium,792.9,594.68,1970-01-01 00:00:00.000042710
35,Trek Bicycles,Standard,low,medium,1057.51,154.4,1970-01-01 00:00:00.000039526
41,Norco Bicycles,Standard,low,medium,958.74,748.9,1970-01-01 00:00:00.000035160
43,Norco Bicycles,Standard,medium,medium,1555.58,818.01,1970-01-01 00:00:00.000038206
4,Giant Bicycles,Standard,high,medium,1129.13,677.48,1970-01-01 00:00:00.000037698
23,Norco Bicycles,Standard,medium,medium,1198.46,381.1,1970-01-01 00:00:00.000036833
25,Giant Bicycles,Road,medium,medium,1538.99,829.65,1970-01-01 00:00:00.000036334
93,WeareA2B,Standard,medium,medium,1065.03,230.09,1970-01-01 00:00:00.000038002
49,Trek Bicycles,Road,medium,medium,533.51,400.13,1970-01-01 00:00:00.000035470
49,Trek Bicycles,Road,medium,medium,533.51,400.13,1970-01-01 00:00:00.000035707
0,Solex,Standard,medium,medium,71.49,53.62,1970-01-01 00:00:00.000041167
38,Trek Bicycles,Standard,medium,large,2091.47,388.92,1970-01-01 00:00:00.000039298
30,Solex,Standard,high,medium,748.17,448.9,1970-01-01 00:00:00.000037698
17,Solex,Standard,high,medium,1024.66,614.8,1970-01-01 00:00:00.000040303
54,WeareA2B,Standard,medium,medium,1807.45,778.69,1970-01-01 00:00:00.000033879
15,Norco Bicycles,Standard,low,medium,958.74,748.9,1970-01-01 00:00:00.000034244
39,Giant Bicycles,Standard,medium,large,1812.75,582.48,1970-01-01 00:00:00.000039526
62,Solex,Standard,high,medium,1024.66,614.8,1970-01-01 00:00:00.000042404
66,Giant Bicycles,Road,low,small,590.26,525.33,1970-01-01 00:00:00.000042710
77,Norco Bicycles,Road,medium,large,1240.31,795.1,1970-01-01 00:00:00.000033429
81,Solex,Standard,medium,medium,1151.96,649.49,1970-01-01 00:00:00.000038991
68,OHM Cycles,Standard,medium,medium,1636.9,44.71,1970-01-01 00:00:00.000034996
63,Solex,Standard,medium,medium,1483.2,99.59,1970-01-01 00:00:00.000034996
99,Trek Bicycles,Road,low,small,1720.7,1531.42,1970-01-01 00:00:00.000035470
96,WeareA2B,Road,low,small,1172.78,1043.77,1970-01-01 00:00:00.000038002
35,Trek Bicycles,Standard,low,medium,1057.51,154.4,1970-01-01 00:00:00.000040618
10,WeareA2B,Touring,medium,medium,1466.68,363.25,1970-01-01 00:00:00.000039298
36,Solex,Standard,low,medium,945.04,507.58,1970-01-01 00:00:00.000040784
91,Solex,Standard,medium,medium,100.35,75.26,1970-01-01 00:00:00.000038002
74,WeareA2B,Standard,medium,medium,1762.96,950.52,1970-01-01 00:00:00.000037220
72,Norco Bicycles,Standard,medium,medium,360.4,270.3,1970-01-01 00:00:00.000038193
43,Norco Bicycles,Standard,medium,medium,1555.58,818.01,1970-01-01 00:00:00.000041533
14,Trek Bicycles,Standard,medium,small,1386.84,1234.29,1970-01-01 00:00:00.000041345
92,WeareA2B,Standard,medium,small,1415.01,1259.36,1970-01-01 00:00:00.000037626
71,Solex,Standard,high,large,1842.92,1105.75,1970-01-01 00:00:00.000037873
31,Giant Bicycles,Standard,medium,medium,230.91,173.18,1970-01-01 00:00:00.000035052
27,Trek Bicycles,Standard,low,medium,1057.51,154.4,1970-01-01 00:00:00.000034527
27,Trek Bicycles,Standard,medium,medium,499.53,388.72,1970-01-01 00:00:00.000033888
50,Giant Bicycles,Standard,medium,medium,642.7,211.37,1970-01-01 00:00:00.000034527
85,WeareA2B,Standard,medium,medium,752.64,205.36,1970-01-01 00:00:00.000036367
83,Solex,Touring,medium,large,2083.94,675.03,1970-01-01 00:00:00.000035667
82,Norco Bicycles,Standard,high,medium,1148.64,689.18,1970-01-01 00:00:00.000042218
0,OHM Cycles,Road,high,large,12.01,7.21,1970-01-01 00:00:00.000039880
58,OHM Cycles,Standard,medium,medium,912.52,141.4,1970-01-01 00:00:00.000036146
80,OHM Cycles,Touring,low,medium,1073.07,933.84,1970-01-01 00:00:00.000041533
85,WeareA2B,Standard,medium,medium,752.64,205.36,1970-01-01 00:00:00.000035667
89,WeareA2B,Touring,medium,large,1362.99,57.74,1970-01-01 00:00:00.000042458
7,Trek Bicycles,Road,low,medium,980.37,234.43,1970-01-01 00:00:00.000039298
5,Trek Bicycles,Mountain,low,medium,574.64,459.71,1970-01-01 00:00:00.000036145
0,Solex,Standard,medium,medium,71.49,53.62,1970-01-01 00:00:00.000041701
41,Solex,Road,medium,medium,416.98,312.74,1970-01-01 00:00:00.000036334
0,Solex,Road,medium,medium,416.98,312.74,1970-01-01 00:00:00.000041064
0,Norco Bicycles,Road,medium,medium,543.39,407.54,1970-01-01 00:00:00.000034527
0,N/A,N/A,N/A,N/A,605.54,481.5833333333333,1970-01-01 00:00:00.000039526
77,Norco Bicycles,Road,medium,large,1240.31,795.1,1970-01-01 00:00:00.000035455
10,WeareA2B,Touring,medium,medium,1466.68,363.25,1970-01-01 00:00:00.000034556
88,Norco Bicycles,Standard,medium,medium,1198.46,381.1,1970-01-01 00:00:00.000038482
61,Norco Bicycles,Standard,medium,small,586.45,521.94,1970-01-01 00:00:00.000041533
48,WeareA2B,Standard,medium,medium,1762.96,950.52,1970-01-01 00:00:00.000037220
45,Trek Bicycles,Road,low,medium,980.37,234.43,1970-01-01 00:00:00.000040649
4,Giant Bicycles,Standard,high,medium,1129.13,677.48,1970-01-01 00:00:00.000040784
37,OHM Cycles,Standard,low,medium,1793.43,248.82,1970-01-01 00:00:00.000036146
27,Trek Bicycles,Standard,low,medium,1057.51,154.4,1970-01-01 00:00:00.000036361
69,Giant Bicycles,Road,medium,medium,792.9,594.68,1970-01-01 00:00:00.000034996
85,WeareA2B,Standard,medium,medium,752.64,205.36,1970-01-01 00:00:00.000038482
0,Trek Bicycles,Road,medium,medium,290.62,215.14,1970-01-01 00:00:00.000042218
8,Solex,Road,medium,small,1703.52,1516.13,1970-01-01 00:00:00.000037838
92,WeareA2B,Touring,medium,large,1890.39,260.14,1970-01-01 00:00:00.000035160
72,OHM Cycles,Standard,medium,medium,912.52,141.4,1970-01-01 00:00:00.000042295
54,WeareA2B,Standard,medium,medium,1292.84,13.44,1970-01-01 00:00:00.000037823
49,Solex,Standard,medium,large,1061.56,733.58,1970-01-01 00:00:00.000034170
68,OHM Cycles,Standard,medium,medium,1636.9,44.71,1970-01-01 00:00:00.000033879
0,Solex,Standard,medium,medium,71.49,53.62,1970-01-01 00:00:00.000040784
28,Solex,Road,medium,small,1703.52,1516.13,1970-01-01 00:00:00.000042560
0,N/A,N/A,N/A,N/A,756.31,448.8999999999999,1970-01-01 00:00:00.000035560
10,WeareA2B,Touring,medium,medium,1466.68,363.25,1970-01-01 00:00:00.000041701
0,OHM Cycles,Standard,low,medium,71.16,56.93,1970-01-01 00:00:00.000038647
84,Trek Bicycles,Road,medium,medium,290.62,215.14,1970-01-01 00:00:00.000038206
70,Trek Bicycles,Standard,high,medium,495.72,297.43,1970-01-01 00:00:00.000036668
95,OHM Cycles,Touring,low,medium,1073.07,933.84,1970-01-01 00:00:00.000038206
23,Norco Bicycles,Standard,medium,medium,1198.46,381.1,1970-01-01 00:00:00.000037626
0,OHM Cycles,Standard,medium,medium,183.86,137.9,1970-01-01 00:00:00.000042172
61,Norco Bicycles,Standard,medium,small,586.45,521.94,1970-01-01 00:00:00.000036145
15,WeareA2B,Standard,medium,medium,1292.84,13.44,1970-01-01 00:00:00.000040779
87,Giant Bicycles,Standard,high,medium,1179.0,707.4,1970-01-01 00:00:00.000036145
96,WeareA2B,Road,low,small,1172.78,1043.77,1970-01-01 00:00:00.000034556
93,OHM Cycles,Standard,high,medium,1458.17,874.9,1970-01-01 00:00:00.000035560
75,Giant Bicycles,Touring,medium,large,1873.97,863.95,1970-01-01 00:00:00.000035455
95,OHM Cycles,Touring,low,medium,1073.07,933.84,1970-01-01 00:00:00.000042218
6,OHM Cycles,Standard,high,medium,227.88,136.73,1970-01-01 00:00:00.000042560
0,Giant Bicycles,Standard,medium,medium,230.91,173.18,1970-01-01 00:00:00.000033888
54,WeareA2B,Standard,medium,medium,1807.45,778.69,1970-01-01 00:00:00.000033552
69,Norco Bicycles,Road,medium,large,1240.31,795.1,1970-01-01 00:00:00.000035455
74,WeareA2B,Standard,medium,medium,1228.07,400.91,1970-01-01 00:00:00.000038859
80,OHM Cycles,Touring,low,medium,1073.07,933.84,1970-01-01 00:00:00.000038206
0,Solex,Standard,medium,medium,478.16,298.72,1970-01-01 00:00:00.000034143
99,Trek Bicycles,Road,low,small,1720.7,1531.42,1970-01-01 00:00:00.000037220
38,Trek Bicycles,Standard,medium,large,2091.47,388.92,1970-01-01 00:00:00.000041848
1,Giant Bicycles,Standard,medium,medium,1403.5,954.82,1970-01-01 00:00:00.000037659
52,Solex,Road,medium,large,1777.8,820.78,1970-01-01 00:00:00.000039031
18,Norco Bicycles,Standard,high,medium,1148.64,689.18,1970-01-01 00:00:00.000038482
3,Trek Bicycles,Standard,medium,large,2091.47,388.92,1970-01-01 00:00:00.000040779
0,Solex,Standard,medium,medium,478.16,298.72,1970-01-01 00:00:00.000041047
0,N/A,N/A,N/A,N/A,850.0,101.58,1970-01-01 00:00:00.000034527
57,WeareA2B,Touring,medium,large,1890.39,260.14,1970-01-01 00:00:00.000040779
11,Giant Bicycles,Standard,high,medium,1274.93,764.96,1970-01-01 00:00:00.000034244
38,Solex,Standard,medium,medium,1577.53,826.51,1970-01-01 00:00:00.000039427
14,Trek Bicycles,Standard,medium,small,1386.84,1234.29,1970-01-01 00:00:00.000040303
43,Norco Bicycles,Standard,medium,medium,1555.58,818.01,1970-01-01 00:00:00.000037873
54,WeareA2B,Standard,medium,medium,1807.45,778.69,1970-01-01 00:00:00.000038647
62,Solex,Standard,medium,medium,478.16,298.72,1970-01-01 00:00:00.000040649
59,Solex,Standard,medium,large,1061.56,733.58,1970-01-01 00:00:00.000040487
3,Trek Bicycles,Standard,medium,large,2091.47,388.92,1970-01-01 00:00:00.000039298
64,Trek Bicycles,Standard,medium,large,1469.44,596.55,1970-01-01 00:00:00.000042105
95,Giant Bicycles,Standard,medium,large,569.56,528.43,1970-01-01 00:00:00.000034556
3,Trek Bicycles,Standard,medium,large,2091.47,388.92,1970-01-01 00:00:00.000038258
7,Trek Bicycles,Road,low,medium,980.37,234.43,1970-01-01 00:00:00.000040649
91,Solex,Standard,medium,medium,100.35,75.26,1970-01-01 00:00:00.000041434
73,Solex,Standard,medium,medium,1945.43,333.18,1970-01-01 00:00:00.000038193
90,Norco Bicycles,Standard,low,medium,363.01,290.41,1970-01-01 00:00:00.000037539
18,Solex,Standard,medium,medium,575.27,431.45,1970-01-01 00:00:00.000040670
43,Solex,Standard,medium,medium,1151.96,649.49,1970-01-01 00:00:00.000041848
39,Giant Bicycles,Standard,medium,large,1812.75,582.48,1970-01-01 00:00:00.000035560
62,Solex,Standard,medium,medium,478.16,298.72,1970-01-01 00:00:00.000042145
66,Solex,Standard,medium,medium,1163.89,589.27,1970-01-01 00:00:00.000042295
35,Trek Bicycles,Standard,low,medium,1057.51,154.4,1970-01-01 00:00:00.000035052
32,Giant Bicycles,Standard,high,medium,1179.0,707.4,1970-01-01 00:00:00.000038482
73,Solex,Standard,medium,medium,1945.43,333.18,1970-01-01 00:00:00.000041922
65,WeareA2B,Standard,medium,medium,1807.45,778.69,1970-01-01 00:00:00.000040487
52,OHM Cycles,Road,medium,medium,1280.28,829.51,1970-01-01 00:00:00.000035455
72,OHM Cycles,Standard,medium,medium,912.52,141.4,1970-01-01 00:00:00.000034143
33,OHM Cycles,Road,medium,small,1810.0,1610.9,1970-01-01 00:00:00.000039526
63,WeareA2B,Standard,medium,medium,1992.93,762.63,1970-01-01 00:00:00.000033455
23,Norco Bicycles,Mountain,low,small,688.63,612.88,1970-01-01 00:00:00.000033552
9,OHM Cycles,Road,medium,medium,742.54,667.4,1970-01-01 00:00:00.000042560
13,Solex,Standard,medium,medium,1577.53,826.51,1970-01-01 00:00:00.000038750
76,WeareA2B,Standard,low,medium,642.31,513.85,1970-01-01 00:00:00.000042226
28,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1970-01-01 00:00:00.000033888
70,Trek Bicycles,Standard,high,medium,495.72,297.43,1970-01-01 00:00:00.000038193
65,WeareA2B,Standard,medium,medium,1807.45,778.69,1970-01-01 00:00:00.000038647
42,OHM Cycles,Road,medium,small,1810.0,1610.9,1970-01-01 00:00:00.000037668
31,WeareA2B,Standard,medium,medium,752.64,205.36,1970-01-01 00:00:00.000036145
15,Norco Bicycles,Standard,low,medium,958.74,748.9,1970-01-01 00:00:00.000035378
40,OHM Cycles,Standard,high,medium,1458.17,874.9,1970-01-01 00:00:00.000040672
0,OHM Cycles,Standard,medium,medium,183.86,137.9,1970-01-01 00:00:00.000034170
3,Trek Bicycles,Standard,medium,large,2091.47,388.92,1970-01-01 00:00:00.000037220
7,Trek Bicycles,Road,low,medium,980.37,234.43,1970-01-01 00:00:00.000037838
57,WeareA2B,Touring,medium,large,1890.39,260.14,1970-01-01 00:00:00.000042172
32,Giant Bicycles,Standard,high,medium,1179.0,707.4,1970-01-01 00:00:00.000035667
83,Solex,Touring,medium,large,2083.94,675.03,1970-01-01 00:00:00.000036367
0,OHM Cycles,Standard,medium,medium,235.63,125.07,1970-01-01 00:00:00.000038206
3,Trek Bicycles,Standard,medium,large,2091.47,388.92,1970-01-01 00:00:00.000037659
7,Giant Bicycles,Standard,medium,small,1311.44,1167.18,1970-01-01 00:00:00.000035052
92,WeareA2B,Standard,medium,small,1415.01,1259.36,1970-01-01 00:00:00.000036145
82,Norco Bicycles,Standard,high,medium,1148.64,689.18,1970-01-01 00:00:00.000036145
93,WeareA2B,Standard,medium,medium,1065.03,230.09,1970-01-01 00:00:00.000041434
34,Norco Bicycles,Road,high,large,774.53,464.72,1970-01-01 00:00:00.000036361
21,WeareA2B,Touring,medium,medium,1466.68,363.25,1970-01-01 00:00:00.000041701
30,Solex,Standard,high,medium,748.17,448.9,1970-01-01 00:00:00.000042105
53,OHM Cycles,Standard,medium,medium,795.34,101.58,1970-01-01 00:00:00.000039915
48,WeareA2B,Standard,medium,medium,1762.96,950.52,1970-01-01 00:00:00.000042688
1,Giant Bicycles,Standard,medium,medium,1403.5,954.82,1970-01-01 00:00:00.000035667
9,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1970-01-01 00:00:00.000033888
1,Giant Bicycles,Touring,medium,large,1873.97,863.95,1970-01-01 00:00:00.000038859
75,Giant Bicycles,Touring,medium,large,1873.97,863.95,1970-01-01 00:00:00.000041922
7,Giant Bicycles,Standard,medium,small,1311.44,1167.18,1970-01-01 00:00:00.000040618
89,Giant Bicycles,Standard,medium,large,1812.75,582.48,1970-01-01 00:00:00.000038750
20,Trek Bicycles,Standard,medium,small,1775.81,1580.47,1970-01-01 00:00:00.000040670
57,WeareA2B,Touring,medium,large,1890.39,260.14,1970-01-01 00:00:00.000034586
63,Solex,Standard,medium,medium,1483.2,99.59,1970-01-01 00:00:00.000042105
0,OHM Cycles,Standard,medium,medium,183.86,137.9,1970-01-01 00:00:00.000033259
86,OHM Cycles,Standard,medium,medium,235.63,125.07,1970-01-01 00:00:00.000036833
51,OHM Cycles,Standard,high,medium,2005.66,1203.4,1970-01-01 00:00:00.000034071
53,Giant Bicycles,Standard,high,medium,1274.93,764.96,1970-01-01 00:00:00.000039880
52,Solex,Road,medium,large,1777.8,820.78,1970-01-01 00:00:00.000042696
71,Solex,Standard,high,large,1842.92,1105.75,1970-01-01 00:00:00.000040553
84,Trek Bicycles,Road,medium,medium,290.62,215.14,1970-01-01 00:00:00.000037626
97,OHM Cycles,Road,medium,medium,742.54,667.4,1970-01-01 00:00:00.000042560
77,Norco Bicycles,Road,medium,large,1240.31,795.1,1970-01-01 00:00:00.000036833
82,Giant Bicycles,Road,medium,medium,1538.99,829.65,1970-01-01 00:00:00.000036334
79,Norco Bicycles,Standard,medium,medium,1555.58,818.01,1970-01-01 00:00:00.000042226
48,WeareA2B,Standard,medium,medium,1762.96,950.52,1970-01-01 00:00:00.000041009
34,Norco Bicycles,Road,high,large,774.53,464.72,1970-01-01 00:00:00.000041009
39,Giant Bicycles,Standard,medium,large,1812.75,582.48,1970-01-01 00:00:00.000034071
89,Giant Bicycles,Standard,medium,large,1812.75,582.48,1970-01-01 00:00:00.000040618
90,Norco Bicycles,Standard,low,medium,363.01,290.41,1970-01-01 00:00:00.000037874
54,WeareA2B,Standard,medium,medium,1807.45,778.69,1970-01-01 00:00:00.000040410
28,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1970-01-01 00:00:00.000040303
0,Giant Bicycles,Standard,medium,large,569.56,528.43,1970-01-01 00:00:00.000038002
51,OHM Cycles,Standard,high,medium,2005.66,1203.4,1970-01-01 00:00:00.000040672
79,Norco Bicycles,Standard,medium,medium,1555.58,818.01,1970-01-01 00:00:00.000035667
23,Norco Bicycles,Standard,medium,medium,1198.46,381.1,1970-01-01 00:00:00.000038482
64,Trek Bicycles,Standard,medium,large,1469.44,596.55,1970-01-01 00:00:00.000035455
30,Solex,Standard,high,medium,748.17,448.9,1970-01-01 00:00:00.000040618
83,Solex,Touring,medium,large,2083.94,675.03,1970-01-01 00:00:00.000038339
46,Solex,Standard,low,medium,1289.85,74.51,1970-01-01 00:00:00.000037220
94,Giant Bicycles,Standard,medium,large,1635.3,993.66,1970-01-01 00:00:00.000037539
100,Trek Bicycles,Standard,medium,small,1386.84,1234.29,1970-01-01 00:00:00.000040303
12,WeareA2B,Standard,medium,medium,1231.15,161.6,1970-01-01 00:00:00.000040303
86,Norco Bicycles,Road,high,large,774.53,464.72,1970-01-01 00:00:00.000035560
0,Solex,Road,medium,medium,416.98,312.74,1970-01-01 00:00:00.000035560
27,Trek Bicycles,Standard,medium,medium,499.53,388.72,1970-01-01 00:00:00.000037337
55,Trek Bicycles,Road,medium,large,1894.19,598.76,1970-01-01 00:00:00.000034586
68,OHM Cycles,Standard,medium,medium,1636.9,44.71,1970-01-01 00:00:00.000042710
19,Trek Bicycles,Mountain,low,medium,574.64,459.71,1970-01-01 00:00:00.000038258
98,Trek Bicycles,Standard,high,medium,358.39,215.03,1970-01-01 00:00:00.000034556
50,WeareA2B,Standard,medium,small,175.89,131.92,1970-01-01 00:00:00.000041009
53,OHM Cycles,Standard,medium,medium,795.34,101.58,1970-01-01 00:00:00.000038647
11,Trek Bicycles,Standard,medium,small,1775.81,1580.47,1970-01-01 00:00:00.000034115
64,Trek Bicycles,Standard,medium,large,1469.44,596.55,1970-01-01 00:00:00.000033879
87,Giant Bicycles,Standard,high,medium,1179.0,707.4,1970-01-01 00:00:00.000034079
48,WeareA2B,Standard,medium,medium,1762.96,950.52,1970-01-01 00:00:00.000041064
58,OHM Cycles,Standard,medium,medium,912.52,141.4,1970-01-01 00:00:00.000042172
29,Norco Bicycles,Road,medium,medium,543.39,407.54,1970-01-01 00:00:00.000039031
88,Norco Bicycles,Standard,high,small,1661.92,1479.11,1970-01-01 00:00:00.000041345
66,Solex,Standard,medium,medium,1163.89,589.27,1970-01-01 00:00:00.000040303
17,Solex,Standard,high,medium,1024.66,614.8,1970-01-01 00:00:00.000041345
34,Norco Bicycles,Road,high,large,774.53,464.72,1970-01-01 00:00:00.000034527
0,WeareA2B,Standard,medium,small,175.89,131.92,1970-01-01 00:00:00.000037668
38,Trek Bicycles,Standard,medium,large,2091.47,388.92,1970-01-01 00:00:00.000038573
9,OHM Cycles,Road,medium,medium,742.54,667.4,1970-01-01 00:00:00.000038216
78,Giant Bicycles,Standard,medium,large,1765.3,709.48,1970-01-01 00:00:00.000037873
22,WeareA2B,Standard,medium,medium,60.34,45.26,1970-01-01 00:00:00.000040670
64,Giant Bicycles,Standard,high,small,1977.36,1759.85,1970-01-01 00:00:00.000041047
64,Trek Bicycles,Standard,medium,large,1469.44,596.55,1970-01-01 00:00:00.000034996
16,Norco Bicycles,Standard,high,small,1661.92,1479.11,1970-01-01 00:00:00.000035378
64,Trek Bicycles,Standard,medium,large,1469.44,596.55,1970-01-01 00:00:00.000036668
0,N/A,N/A,N/A,N/A,571.27,459.71,1970-01-01 00:00:00.000039031
14,Trek Bicycles,Standard,medium,small,1386.84,1234.29,1970-01-01 00:00:00.000033364
0,Norco Bicycles,Road,medium,medium,543.39,407.54,1970-01-01 00:00:00.000033888
18,Solex,Standard,medium,medium,575.27,431.45,1970-01-01 00:00:00.000039880
18,Solex,Standard,medium,medium,575.27,431.45,1970-01-01 00:00:00.000042404
58,OHM Cycles,Standard,medium,medium,912.52,141.4,1970-01-01 00:00:00.000034556
0,Trek Bicycles,Road,medium,medium,533.51,400.13,1970-01-01 00:00:00.000037823
0,N/A,N/A,N/A,N/A,294.35,201.11666666666667,1970-01-01 00:00:00.000038482
77,Norco Bicycles,Road,medium,large,1240.31,795.1,1970-01-01 00:00:00.000037873
27,Trek Bicycles,Standard,medium,medium,499.53,388.72,1970-01-01 00:00:00.000041009
22,WeareA2B,Standard,medium,medium,60.34,45.26,1970-01-01 00:00:00.000042404
63,WeareA2B,Standard,medium,medium,1992.93,762.63,1970-01-01 00:00:00.000033888
55,Trek Bicycles,Road,medium,large,1894.19,598.76,1970-01-01 00:00:00.000036146
88,Norco Bicycles,Standard,medium,medium,1198.46,381.1,1970-01-01 00:00:00.000036367
96,Giant Bicycles,Standard,medium,large,1635.3,993.66,1970-01-01 00:00:00.000042458
88,Norco Bicycles,Standard,high,small,1661.92,1479.11,1970-01-01 00:00:00.000035160
36,Solex,Standard,low,medium,1289.85,74.51,1970-01-01 00:00:00.000041009
66,Solex,Standard,medium,medium,1163.89,589.27,1970-01-01 00:00:00.000038693
3,Trek Bicycles,Standard,medium,large,2091.47,388.92,1970-01-01 00:00:00.000038991
89,Giant Bicycles,Standard,medium,large,1812.75,582.48,1970-01-01 00:00:00.000036498
76,WeareA2B,Road,low,small,1172.78,1043.77,1970-01-01 00:00:00.000033364
74,WeareA2B,Standard,medium,medium,1228.07,400.91,1970-01-01 00:00:00.000035455
20,Trek Bicycles,Standard,medium,small,1775.81,1580.47,1970-01-01 00:00:00.000036334
0,Solex,Standard,medium,large,202.62,151.96,1970-01-01 00:00:00.000042458
91,WeareA2B,Standard,low,medium,642.31,513.85,1970-01-01 00:00:00.000035455
78,Giant Bicycles,Standard,medium,large,1765.3,709.48,1970-01-01 00:00:00.000042218
0,N/A,N/A,N/A,N/A,149.3,135.90666666666667,1970-01-01 00:00:00.000037874
31,Giant Bicycles,Standard,medium,medium,230.91,173.18,1970-01-01 00:00:00.000034527
61,OHM Cycles,Standard,low,medium,71.16,56.93,1970-01-01 00:00:00.000036146
50,WeareA2B,Standard,medium,small,175.89,131.92,1970-01-01 00:00:00.000035707
0,OHM Cycles,Standard,medium,medium,235.63,125.07,1970-01-01 00:00:00.000036833
32,Giant Bicycles,Standard,medium,medium,642.7,211.37,1970-01-01 00:00:00.000035052
0,N/A,N/A,N/A,N/A,447.25,303.3933333333334,1970-01-01 00:00:00.000038216
23,Norco Bicycles,Mountain,low,small,688.63,612.88,1970-01-01 00:00:00.000033455
53,OHM Cycles,Standard,medium,medium,795.34,101.58,1970-01-01 00:00:00.000035707
9,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1970-01-01 00:00:00.000042696
93,WeareA2B,Standard,medium,medium,1065.03,230.09,1970-01-01 00:00:00.000033549
72,Norco Bicycles,Standard,medium,medium,360.4,270.3,1970-01-01 00:00:00.000038859
37,OHM Cycles,Standard,low,medium,1793.43,248.82,1970-01-01 00:00:00.000035560
3,Trek Bicycles,Standard,medium,large,2091.47,388.92,1970-01-01 00:00:00.000042145
90,Norco Bicycles,Standard,low,medium,363.01,290.41,1970-01-01 00:00:00.000038002
43,Solex,Standard,medium,medium,1151.96,649.49,1970-01-01 00:00:00.000038991
0,Norco Bicycles,Standard,low,medium,363.01,290.41,1970-01-01 00:00:00.000042458
9,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1970-01-01 00:00:00.000034527
41,Solex,Road,medium,medium,416.98,312.74,1970-01-01 00:00:00.000039526
52,OHM Cycles,Road,medium,medium,1280.28,829.51,1970-01-01 00:00:00.000035470
6,Solex,Standard,high,medium,748.17,448.9,1970-01-01 00:00:00.000035052
35,Giant Bicycles,Standard,medium,medium,1403.5,954.82,1970-01-01 00:00:00.000041167
54,WeareA2B,Standard,medium,medium,1807.45,778.69,1970-01-01 00:00:00.000042710
6,Solex,Standard,high,medium,748.17,448.9,1970-01-01 00:00:00.000039031
63,Solex,Standard,medium,medium,1483.2,99.59,1970-01-01 00:00:00.000040487
87,Giant Bicycles,Standard,high,medium,1179.0,707.4,1970-01-01 00:00:00.000036833
56,Norco Bicycles,Mountain,low,small,688.63,612.88,1970-01-01 00:00:00.000037668
23,Norco Bicycles,Mountain,low,small,688.63,612.88,1970-01-01 00:00:00.000034115
70,Norco Bicycles,Road,medium,medium,1036.59,206.35,1970-01-01 00:00:00.000033364
58,OHM Cycles,Standard,medium,medium,912.52,141.4,1970-01-01 00:00:00.000042458
42,OHM Cycles,Road,medium,small,1810.0,1610.9,1970-01-01 00:00:00.000039427
68,OHM Cycles,Standard,medium,medium,1636.9,44.71,1970-01-01 00:00:00.000037499
31,WeareA2B,Standard,medium,medium,752.64,205.36,1970-01-01 00:00:00.000035667
85,WeareA2B,Standard,medium,medium,752.64,205.36,1970-01-01 00:00:00.000038206
12,WeareA2B,Standard,medium,medium,1231.15,161.6,1970-01-01 00:00:00.000037838
28,Solex,Road,medium,small,1703.52,1516.13,1970-01-01 00:00:00.000038693
73,Solex,Standard,medium,medium,1945.43,333.18,1970-01-01 00:00:00.000041064
75,Giant Bicycles,Touring,medium,large,1873.97,863.95,1970-01-01 00:00:00.000041533
58,OHM Cycles,Standard,medium,medium,912.52,141.4,1970-01-01 00:00:00.000042145
23,Norco Bicycles,Mountain,low,small,688.63,612.88,1970-01-01 00:00:00.000042696
58,OHM Cycles,Standard,medium,medium,912.52,141.4,1970-01-01 00:00:00.000040487
4,Solex,Standard,medium,medium,1483.2,99.59,1970-01-01 00:00:00.000042145
0,Norco Bicycles,Road,medium,medium,544.05,376.84,1970-01-01 00:00:00.000042105
43,Solex,Standard,medium,medium,1151.96,649.49,1970-01-01 00:00:00.000042295
72,Norco Bicycles,Standard,medium,medium,360.4,270.3,1970-01-01 00:00:00.000036668
4,Giant Bicycles,Standard,high,medium,1129.13,677.48,1970-01-01 00:00:00.000039298
